-0.120732	0.067338	0.077232
0.104544	0.083776	0.144278
-0.088858	-0.04317	-0.111999
-0.129037	-0.036086	-0.210206
-0.025884	0.047416	0.012517
-0.104812	-0.022299	-0.064135
-0.126262	0.003731	-0.186296
-0.116641	0.017809	-0.064161
-0.102215	-0.035014	-0.037821
-0.035086	-0.013659	-0.054594
-0.101728	0.141458	-0.042647
-0.036921	0.074176	0.005243
-0.036931	0.140865	-0.085781
-0.05617	-0.021771	-0.148043
-0.065754	0.07149	-0.131284
-0.013381	0.009183	0.022
0.03897	-0.036207	0.06991
-0.045001	-0.043231	0.072313
-0.078589	-0.038263	0.029209
-0.076157	-0.054669	0.005272
-0.076092	-0.013798	-0.119264
-0.064095	-0.032718	-0.08333
-0.016141	-0.01591	-0.021059
-0.085508	-0.125784	-0.1408
-0.066374	-0.03935	0.017278
-0.063859	0.049442	-0.03301
-0.054274	0.013695	-0.07372
-0.027795	-0.041059	-0.052155
0.055971	-0.129163	-0.016211
0.07284	-0.083267	-0.023382
-0.005882	-0.066218	-0.0114
0.020775	-0.056306	0.031718
-0.043506	-0.060983	-0.162278
-0.047915	-0.161261	-0.107188
-0.054713	-0.048687	-0.047318
-0.035138	-0.04153	-0.00182
-0.123156	-0.017628	-0.042544
-0.029422	-0.032027	-0.08087
-0.091218	-0.003325	0.005341
-0.074035	-0.020118	-0.112021
-0.071211	-0.070448	-0.138375
-0.085312	-0.092111	-0.052162
-0.063441	0.001052	0.014883
-0.034574	-0.008749	0.024456
-0.098939	-0.094922	-0.001894
-0.055597	0.012516	-0.028254
-0.15116	-0.054792	-0.078562
-0.119751	-0.040687	-0.061811
-0.064648	0.018724	-0.009138
-0.105185	0.003862	0.007606
-0.071609	-0.008406	-0.071441
-0.081285	0.08683	-0.018771
-0.081426	0.064881	-0.169668
-0.024183	0.050062	-0.105018
-0.057891	0.037774	-0.02599
-0.065247	0.08752	-0.059538
-0.039117	0.015391	-0.052362
-0.068023	-0.0039	-0.071522
0.010608	0.053259	-0.028418
0.027022	0.06018	-0.114644
-0.040243	-0.002292	-0.076329
-0.045216	0.045332	-0.030831
-0.007093	0.114171	-0.035642
-0.0813	-0.039071	0.02663
0.011962	0.030331	-0.05959
0.00234	0.044707	-0.12665
-0.047821	0.001671	-0.136227
-0.054714	0.02076	-0.126657
-0.023425	-0.017391	-0.1027
-0.039956	0.037649	-0.126657
-0.061241	0.082986	-0.097927
-0.051391	0.008843	-0.10511
-0.051192	-0.076967	-0.042828
-0.05093	-0.097979	-0.042811
-0.098478	-0.004513	-0.085925
-0.081373	-0.071332	-0.059576
-0.069073	-0.049558	-0.045203
-0.023407	-0.092491	0.076947
-0.092592	-0.006301	-0.006883
-0.061222	0.017583	0.024245
-0.113599	-0.101857	-0.011673
-0.07976	-0.080124	0.009887
-0.062922	-0.092016	-0.057174
-0.098669	-0.043986	-0.00927
-0.069868	-0.010492	0.026654
-0.096235	-0.15632	-0.078717
-0.007918	-0.10349	-0.014043
-0.058439	-0.019753	-0.057152
-0.022811	-0.067508	-0.057144
-0.087642	-0.019655	-0.028402
-0.035303	-0.091266	-0.040363
-0.023807	0.014085	-0.102628
-0.036255	-0.074388	-0.076269
0.027811	0.007052	0.014749
-0.039675	-0.023941	-0.047508
0.0006	-0.109856	-0.009172
-0.049976	-0.061712	-0.025925
-0.012008	-0.004282	-0.05945
0.025941	-0.087884	-0.059436
0.025614	-0.061463	-0.011529
0.061173	-0.001732	-0.064218
0.022613	-0.052057	-0.085772
0.032067	0.02189	-0.102547
-0.022908	-0.016536	-0.138476
-0.003729	-0.012128	-0.119332
0.015423	0.068842	-0.131323
-0.089572	-0.020032	-0.174448
-0.117955	-0.013234	-0.066695
-0.017179	0.10829	-0.071511
-0.055192	0.059936	-0.033209
-0.050145	0.033215	0.017067
-0.071343	-0.062755	-0.095511
-0.020864	-0.050981	-0.014091
-0.030269	0.022928	-0.054824
-0.041906	-0.080226	-0.006933
-0.055886	-0.082616	0.060123
-0.005329	-0.089764	0.043356
0.004444	-0.006244	0.0146
-0.045431	-0.037452	-0.002173
-0.078507	-0.018453	-0.002186
0.003033	-0.044968	-0.062069
-0.097096	0.0337	-0.078856
-0.125384	0.054802	-0.062115
-0.125025	-0.03156	-0.023805
-0.091292	0.125961	-0.050173
-0.086276	0.029825	-0.035821
-0.107569	0.031896	-0.052603
-0.040522	0.079248	-0.055018
-0.088204	0.052405	-0.05983
-0.045224	0.01379	-0.067027
-0.085929	0.025441	-0.071827
-0.064476	-0.020309	-0.071835
-0.064595	-0.034724	-0.026329
-0.038539	-0.123094	-0.011948
-0.072204	0.04908	0.007205
-0.034215	0.010659	0.076662
-0.005843	-0.02757	-0.021526
-0.025371	0.001253	-0.047863
-0.042447	0.032401	-0.014329
-0.028356	-0.074971	-0.081367
-0.01914	-0.026741	-0.040634
-0.005205	0.064353	-0.098105
0.013537	-0.009594	-0.019052
-0.013095	-0.052217	-0.035792
-0.001475	-0.032728	-0.045355
-0.018591	-0.060977	-0.045332
0.009758	-0.032024	-0.095614
-0.04785	-0.060424	-0.062068
-0.012188	-0.117424	-0.069232
0.021162	-0.062062	-0.066825
0.009029	-0.047516	-0.018913
-0.043568	-0.045024	0.031383
0.001899	-0.116627	-0.014112
-0.050589	-0.042415	-0.085966
-0.024293	-0.128504	-0.042851
-0.038525	-0.083038	-0.009323
-0.074186	-0.025791	-0.054843
0.002557	-0.097645	-0.062029
-0.061918	0.007232	-0.047682
-0.08092	-0.036153	-0.10757
-0.052153	-0.017396	-0.04771
-0.07827	-0.022437	-0.054908
-0.063781	-0.0228	-0.052527
-0.087579	0.019717	-0.062133
-0.022942	-0.035679	-0.095674
-0.070841	-0.012104	-0.059765
-0.051669	-0.074584	-0.050192
-0.061274	0.035065	-0.038236
-0.054088	0.029719	-0.050233
-0.054081	-0.013693	-0.05743
0.005533	0.026577	-0.055048
-0.052025	0.023609	-0.014354
-0.05688	0.046984	-0.033536
-0.02585	-0.008508	-0.026363
-0.054712	0.060465	-0.086256
0.009668	0.031366	-0.067106
-0.052695	0.052468	-0.09586
-0.088389	0.025818	-0.105458
0.035839	0.011155	-0.10786
-0.007388	0.037197	-0.083918
-0.005024	-0.02999	-0.002492
0.016444	-0.039678	-0.095899
0.042727	0.039211	-0.024056
0.083261	-0.018374	-0.074351
-0.005341	-0.013655	-0.074355
-0.033907	0.112863	-0.112695
-0.024122	-0.002122	-0.074378
-0.040617	-0.002116	-0.064802
-0.06892	-0.100056	0.004659
-0.023215	-0.001775	-0.112697
-0.015747	-0.013735	-0.045639
-0.039398	0.022093	-0.060019
-0.051023	-0.030479	-0.079179
-0.081793	-0.037489	-0.048042
-0.067188	0.017508	-0.074396
-0.078801	-0.030347	-0.014524
-0.035496	-0.068404	-0.036072
-0.042583	0.010651	-0.064813
-0.059192	-0.022841	-0.098345
-0.09499	-0.068162	-0.012118
-0.023187	-0.046598	-0.040858
-0.111617	-0.106298	-0.086358
-0.061251	-0.046395	-0.055222
-0.0612	-0.163476	-0.10551
-0.03486	-0.093927	-0.062395
-0.037349	-0.134501	-0.004911
0.036666	-0.038884	-0.062394
0.003042	-0.050962	-0.043235
-0.025701	-0.063095	-0.060006
-0.049508	-0.013093	-0.033674
0.022239	0.031983	-0.024109
-0.00651	0.050486	-0.055269
-0.054224	-0.019342	-0.060077
-0.011009	0.013669	-0.088837
-0.041903	0.108793	-0.069709
-0.015265	0.012557	-0.048175
0.013635	0.002668	-0.076929
-0.014944	0.050173	-0.079344
0.021229	0.090366	-0.053022
0.021465	0.073216	-0.029089
-0.03077	0.032181	-0.02432
-0.018379	0.106084	-0.074636
-0.032408	0.086648	-0.012382
-0.015279	0.074608	-0.048314
-0.053201	0.139028	-0.093837
-0.071916	0.086369	-0.038755
-0.021256	0.052931	-0.105819
-0.075789	0.026895	-0.101025
0.010498	0.065397	-0.067488
-0.053794	0.070476	-0.041138
-0.110685	0.10174	-0.036351
-0.07451	-0.005545	-0.089026
-0.162535	0.028366	-0.048303
-0.099933	0.021648	-0.084218
-0.109245	0.041167	-0.021935
-0.068405	0.027239	-0.108139
-0.159229	-0.094132	-0.033867
-0.144525	0.061917	-0.050624
-0.151412	-0.0405	-0.014683
-0.067569	-0.0566	0.01169
-0.053345	-0.098955	-0.028991
-0.096428	-0.019331	-0.052922
-0.110817	-0.073752	-0.000205
-0.017692	0.008109	0.026162
-0.084877	0.032366	-0.024119
-0.151946	-0.000625	-0.033679
-0.123201	-0.076471	-0.028859
-0.097064	-0.147271	-0.016842
-0.10437	-0.038879	-0.016813
-0.123564	-0.002622	-0.026381
-0.078403	-0.040473	-0.055098
-0.102593	-0.066159	-0.06944
-0.074324	-0.118015	-0.074189
-0.08431	-0.081459	-0.074158
-0.063266	-0.12621	-0.117231
-0.032781	-0.122988	-0.110006
-0.069219	-0.065068	-0.10998
-0.000423	-0.093358	-0.03571
-0.051323	-0.16693	-0.057231
-0.011253	-0.12568	-0.014091
-0.090609	-0.108531	-0.047601
0.033224	-0.096158	-0.081106
0.065906	-0.148499	-0.095449
0.122494	-0.102772	-0.100219
0.095486	-0.121843	-0.07386
0.047208	-0.129057	-0.06188
0.015961	-0.13153	-0.04751
0.027913	-0.16751	-0.059488
-0.000635	-0.134275	-0.085846
-0.036251	-0.118064	-0.126586
-0.062117	-0.140139	-0.064343
-0.049529	-0.02861	-0.071575
-0.077456	-0.03434	-0.078808
-0.129184	-0.016306	-0.02857
-0.06607	0.025432	-0.076533
-0.091382	0.036086	-0.078997
-0.10467	-0.010675	-0.126961
-0.048519	0.05743	-0.016857
-0.090493	0.005792	-0.048062
-0.146592	0.131142	-0.069701
-0.164183	0.103164	-0.07937
-0.150677	0.156651	-0.098617
-0.249475	0.140869	-0.074751
-0.254762	0.146809	-0.038905
-0.264748	0.136013	-0.03659
-0.229276	0.178029	-0.029483
-0.303819	0.136754	-0.084626
-0.327842	0.093367	-0.070307
-0.325593	0.121916	-0.10149
-0.321103	0.040776	-0.044035
-0.356835	0.012586	-0.041664
-0.366257	0.065869	-0.041687
-0.483068	0.059545	-0.065656
-0.40153	0.134495	-0.022566
-0.439686	0.05903	-0.056096
-0.422747	-0.009145	-0.041726
-0.38229	-0.091378	-0.096789
-0.420605	-0.015584	-0.09917
-0.394476	-0.045021	-0.127887
-0.39953	-0.083847	-0.147019
-0.373498	-0.062832	-0.127826
-0.436174	-0.130227	-0.075098
-0.367239	-0.0446	-0.053513
-0.427328	-0.138274	-0.055875
-0.451542	-0.19086	-0.055825
-0.452231	-0.203109	-0.082127
-0.450791	-0.165086	-0.094054
-0.514131	-0.137196	-0.02936
-0.546549	-0.154564	-0.062849
-0.571634	-0.267959	-0.103535
-0.499901	-0.176065	0.049781
-0.585822	-0.187304	0.016272
-0.6455	-0.165291	-0.069935
-0.628903	-0.124519	0.057006
-0.54525	-0.194229	-0.019639
-0.616817	-0.201736	-0.05558
-0.779008	-0.152435	0.123995
-0.877329	-0.192564	0.360984
-0.3048	-0.312253	-0.029545
-0.524345	-0.348247	-0.245264
-0.688278	-0.443974	-0.12808
-0.613406	-0.352819	-0.26954
-0.751739	-0.242283	-0.178681
-0.760561	-0.036811	-0.078277
-0.56623	-0.147568	-0.164677
-0.326993	-0.232424	-0.08343
-0.353725	-0.207212	-0.112359
-0.333155	-0.361765	-0.172417
-0.248511	-0.191025	-0.141465
0.033631	-0.12869	-0.117691
-0.041075	-0.057548	-0.20173
0.025056	-0.003669	-0.130105
0.164847	0.087933	-0.199799
0.237284	0.078723	-0.092267
0.23987	0.119673	-0.025454
0.354172	0.076641	0.007836
0.437092	0.098379	0.117772
0.497654	0.251483	0.122322
0.560161	0.237184	0.105335
0.648749	0.287634	0.050028
0.720254	0.33533	0.047394
0.780386	0.280467	0.004045
0.940525	0.381921	-0.017713
0.694522	0.313661	0.022789
0.905909	0.434764	-0.008555
0.936827	0.441562	0.02481
0.89925	0.338982	0.072561
0.895319	0.471022	0.019714
0.89767	0.383555	0.007639
0.8484	0.447595	-0.066696
0.842172	0.52605	-0.117082
0.930272	0.296865	-0.224896
0.874821	0.352592	-0.179437
0.803667	0.341702	-0.045356
0.737273	0.223495	-0.045374
0.769351	0.235049	0.036059
0.553269	0.108202	0.129478
0.576909	0.170756	0.028909
0.541305	0.175888	-0.069275
0.48195	0.174001	-0.160269
0.423322	0.121995	-0.248866
0.343256	0.110438	-0.239289
0.172657	0.259038	-0.227337
0.232469	0.089787	-0.153089
0.215828	0.078995	-0.138699
0.159271	0.010996	-0.117127
0.261092	-0.001717	-0.174582
0.236637	0.002304	-0.215292
0.131412	0.020313	-0.248848
0.081773	-0.045122	-0.268027
0.104384	-0.06997	-0.19382
0.191931	-0.058934	-0.155551
0.079291	-0.062272	-0.090959
