0	0	0	-0.225435	-0.09371	0.006339	0	0	0	
0	0	0	0	0	0	0.013152	-0.031742	0.269727	
0	0	0	-0.213718	-0.197759	-0.020253	0	0	0	
0	0	0	0	0	0	0.013176	-0.03174	0.269739	
0	0	0	-0.173975	-0.176789	-0.083175	0	0	0	
0	0	0	0	0	0	0.013201	-0.031737	0.26975	
0	0	0	-0.095251	-0.06054	-0.146987	0	0	0	
0	0	0	0	0	0	0.013228	-0.031732	0.26976	
0.011326	-0.032093	0.269554	0	0	0	0	0	0	
0	0	0	-0.099194	-0.079068	-0.124282	0	0	0	
0	0	0	0	0	0	0.013116	-0.031753	0.269755	
0	0	0	-0.022685	-0.107842	-0.052691	0	0	0	
0	0	0	0	0	0	0.013143	-0.031748	0.269767	
0	0	0	-0.196085	0.020649	-0.095866	0	0	0	
0	0	0	0	0	0	0.013167	-0.03174	0.269779	
0	0	0	-0.138247	-0.046049	0.004337	0	0	0	
0	0	0	0	0	0	0.01319	-0.031734	0.269791	
0	0	0	-0.115892	-0.062012	-0.044774	0	0	0	
0	0	0	0	0	0	0.013216	-0.031728	0.269805	
0	0	0	-0.146468	-0.028134	-0.06405	0	0	0	
0	0	0	0	0	0	0.013239	-0.031721	0.269816	
0.011077	-0.031778	0.268861	0	0	0	0	0	0	
0	0	0	-0.202812	-0.118165	-0.009575	0	0	0	
0	0	0	0	0	0	0.013103	-0.03172	0.26976	
0	0	0	-0.06522	-0.08493	-0.058498	0	0	0	
0	0	0	0	0	0	0.013128	-0.031713	0.269773	
0	0	0	-0.083907	-0.098459	-0.083626	0	0	0	
0	0	0	0	0	0	0.013151	-0.031707	0.269784	
0	0	0	-0.031502	-0.141984	-0.098315	0	0	0	
0	0	0	0	0	0	0.013176	-0.031702	0.269797	
0	0	0	-0.096316	-0.047392	-0.130524	0	0	0	
0	0	0	0	0	0	0.013199	-0.031694	0.269808	
0.010922	-0.031772	0.268421	0	0	0	0	0	0	
0	0	0	-0.042739	-0.075188	-0.081567	0	0	0	
0	0	0	0	0	0	0.013058	-0.031693	0.269719	
0	0	0	-0.178578	-0.090226	-0.089524	0	0	0	
0	0	0	0	0	0	0.013078	-0.031686	0.269731	
0	0	0	-0.136449	-0.140476	-0.127936	0	0	0	
0	0	0	0	0	0	0.013099	-0.03168	0.269742	
0	0	0	-0.135088	-0.055672	-0.110426	0	0	0	
0	0	0	0	0	0	0.013121	-0.031672	0.269753	
0	0	0	-0.078985	-0.099652	-0.139277	0	0	0	
0	0	0	0	0	0	0.013144	-0.031666	0.269764	
0.011192	-0.031974	0.268753	0	0	0	0	0	0	
0	0	0	-0.0011	-0.016516	-0.188585	0	0	0	
0	0	0	0	0	0	0.013028	-0.031679	0.2697	
0	0	0	-0.048897	0.036058	-0.14827	0	0	0	
0	0	0	0	0	0	0.013049	-0.031669	0.269709	
0	0	0	-0.071783	-0.017691	-0.135774	0	0	0	
0	0	0	0	0	0	0.013071	-0.03166	0.269718	
0	0	0	-0.035919	-0.047701	-0.094259	0	0	0	
0	0	0	0	0	0	0.013096	-0.031651	0.269729	
0	0	0	-0.122953	-0.065129	-0.030053	0	0	0	
0	0	0	0	0	0	0.013118	-0.031643	0.26974	
0.010683	-0.031533	0.267631	0	0	0	0	0	0	
0	0	0	-0.056659	-0.095064	-0.003835	0	0	0	
0	0	0	0	0	0	0.012964	-0.031626	0.269599	
0	0	0	0.005333	-0.082053	-0.090902	0	0	0	
0	0	0	0	0	0	0.012989	-0.031617	0.269608	
0	0	0	0.021116	-0.137811	-0.079968	0	0	0	
0	0	0	0	0	0	0.013013	-0.03161	0.269617	
0	0	0	-0.01181	-0.18548	-0.104594	0	0	0	
0	0	0	0	0	0	0.013038	-0.031603	0.269625	
0	0	0	0.047867	-0.098523	-0.085918	0	0	0	
0	0	0	0	0	0	0.013065	-0.031594	0.269635	
0.010841	-0.031557	0.269403	0	0	0	0	0	0	
0	0	0	0.010626	-0.156143	-0.102321	0	0	0	
0	0	0	0	0	0	0.01293	-0.031583	0.269627	
0	0	0	-0.02813	-0.160928	-0.045719	0	0	0	
0	0	0	0	0	0	0.012956	-0.031576	0.269637	
0	0	0	-0.07429	-0.194057	-0.071865	0	0	0	
0	0	0	0	0	0	0.012978	-0.03157	0.269646	
0	0	0	-0.053439	-0.146319	-0.008339	0	0	0	
0	0	0	0	0	0	0.013004	-0.031564	0.269657	
0.010452	-0.031388	0.269287	0	0	0	0	0	0	
0	0	0	-0.024581	-0.113769	-0.009741	0	0	0	
0	0	0	0	0	0	0.012847	-0.031544	0.269642	
0	0	0	-0.015562	-0.138319	0.013898	0	0	0	
0	0	0	0	0	0	0.012874	-0.031537	0.269654	
0	0	0	0.02259	-0.137453	-0.082199	0	0	0	
0	0	0	0	0	0	0.012899	-0.031531	0.269663	
0	0	0	-0.045051	-0.12921	0.029737	0	0	0	
0	0	0	0	0	0	0.012926	-0.031525	0.269676	
0	0	0	0.030883	-0.156168	-0.024061	0	0	0	
0	0	0	0	0	0	0.012955	-0.03152	0.269688	
0	0	0	0.003137	-0.109346	-0.160769	0	0	0	
0	0	0	0	0	0	0.012984	-0.031514	0.269697	
0.010396	-0.031137	0.26903	0	0	0	0	0	0	
0	0	0	0.087347	-0.187478	-0.140768	0	0	0	
0	0	0	0	0	0	0.012829	-0.031482	0.269659	
0	0	0	0.030241	-0.206615	-0.135774	0	0	0	
0	0	0	0	0	0	0.012857	-0.03148	0.269669	
0	0	0	-0.109477	-0.300981	-0.115874	0	0	0	
0	0	0	0	0	0	0.012884	-0.031479	0.269679	
0	0	0	-0.052967	-0.202014	-0.121424	0	0	0	
0	0	0	0	0	0	0.012915	-0.031477	0.26969	
0	0	0	-0.07331	-0.120079	-0.105132	0	0	0	
0	0	0	0	0	0	0.012944	-0.031473	0.2697	
0.01047	-0.031147	0.269028	0	0	0	0	0	0	
0	0	0	0.024907	-0.080661	-0.083504	0	0	0	
0	0	0	0	0	0	0.012796	-0.031446	0.269662	
0	0	0	0.008992	-0.129248	-0.07646	0	0	0	
0	0	0	0	0	0	0.012828	-0.031443	0.269673	
0	0	0	-0.008586	-0.114851	-0.041781	0	0	0	
0	0	0	0	0	0	0.012859	-0.031441	0.269684	
0	0	0	-0.049108	-0.085342	-0.04577	0	0	0	
0	0	0	0	0	0	0.01289	-0.031438	0.269696	
0	0	0	0.004872	-0.139276	0.005215	0	0	0	
0	0	0	0	0	0	0.012928	-0.031437	0.26971	
0.010918	-0.031219	0.26856	0	0	0	0	0	0	
0	0	0	-0.025545	-0.128165	-0.070996	0	0	0	
0	0	0	0	0	0	0.012808	-0.03142	0.269636	
0	0	0	-0.059313	-0.212265	-0.053712	0	0	0	
0	0	0	0	0	0	0.012839	-0.031421	0.269647	
0	0	0	-0.004398	-0.204072	-0.112699	0	0	0	
0	0	0	0	0	0	0.012872	-0.031421	0.269657	
0	0	0	-0.004599	-0.131867	-0.096003	0	0	0	
0	0	0	0	0	0	0.012906	-0.031421	0.269667	
0	0	0	0.040944	-0.20624	-0.062235	0	0	0	
0	0	0	0	0	0	0.012941	-0.031423	0.269679	
0.010891	-0.031322	0.2684	0	0	0	0	0	0	
0	0	0	0.015869	-0.167022	-0.044366	0	0	0	
0	0	0	0	0	0	0.01283	-0.031417	0.269598	
0	0	0	-0.035579	-0.144474	-0.01151	0	0	0	
0	0	0	0	0	0	0.012861	-0.031418	0.26961	
0	0	0	-0.036665	-0.134953	0.008151	0	0	0	
0	0	0	0	0	0	0.012895	-0.031419	0.269623	
0	0	0	-0.038184	-0.095933	-0.033319	0	0	0	
0	0	0	0	0	0	0.01293	-0.03142	0.269635	
0	0	0	-0.101831	-0.035306	-0.029007	0	0	0	
0	0	0	0	0	0	0.012963	-0.03142	0.269648	
0	0	0	-0.139113	-0.130417	0.039808	0	0	0	
0	0	0	0	0	0	0.012997	-0.031422	0.269663	
0.010522	-0.031281	0.268351	0	0	0	0	0	0	
0	0	0	-0.215987	-0.027488	-0.008574	0	0	0	
0	0	0	0	0	0	0.012848	-0.031411	0.269581	
0	0	0	-0.153205	-0.064276	-0.011451	0	0	0	
0	0	0	0	0	0	0.012878	-0.031412	0.269594	
0	0	0	-0.238343	-0.03683	-0.094074	0	0	0	
0	0	0	0	0	0	0.012907	-0.031411	0.269606	
0	0	0	-0.241407	0.005793	-0.096305	0	0	0	
0	0	0	0	0	0	0.012937	-0.03141	0.269619	
0.009829	-0.030891	0.268159	0	0	0	0	0	0	
0	0	0	-0.198772	-0.026715	-0.100176	0	0	0	
0	0	0	0	0	0	0.012741	-0.031371	0.269526	
0	0	0	-0.315962	0.001916	-0.166703	0	0	0	
0	0	0	0	0	0	0.012765	-0.031369	0.269537	
0	0	0	-0.228565	-0.027041	-0.138191	0	0	0	
0	0	0	0	0	0	0.012792	-0.031367	0.269549	
0	0	0	-0.240861	-0.001771	-0.141091	0	0	0	
0	0	0	0	0	0	0.012815	-0.031364	0.26956	
0	0	0	-0.358124	0.020368	-0.152094	0	0	0	
0	0	0	0	0	0	0.012836	-0.031359	0.269571	
