0	0	0	0	0	0	1e-05	1e-05	1e-05	0	0	0	-0.120732	0.067338	0.077232	
-1.63739e-07	2.18222e-07	2.98911e-07	-0.00011947	0.000159222	0.000218096	-0.0523035	0.0697024	0.0954763	0	0	0	-0.0531492	0.0722694	0.0973458	
-6.99813e-07	8.53784e-07	1.18041e-06	-0.000267476	0.000326319	0.000451158	-0.0629216	0.0425787	0.0403503	0	0	0	-0.0638618	0.0376376	0.0345424	
0.00524944	-0.00641198	0.404392	-0.000310211	0.000341776	0.00239773	-0.0629216	0.0425787	0.0403503	0.005256	-0.00642	0.404897	0	0	0	
0.00524886	-0.00641142	0.404396	-0.000368826	0.000334448	0.00243902	-0.0115639	-0.0306014	0.0119585	0	0	0	-0.00917934	-0.0379966	0.0103746	
0.00524779	-0.00641059	0.404403	-0.000396998	0.000252919	0.00247548	0.0017339	-0.024083	0.0196995	0	0	0	0.00291436	-0.0228832	0.020518	
0.00524672	-0.00641	0.404409	-0.000385294	0.000181494	0.00252536	0.0295531	-0.0343718	0.00614145	0	0	0	0.0320309	-0.036288	0.00470141	
0.00524576	-0.00640966	0.404417	-0.00029491	6.2804e-05	0.00254143	0.0562197	-0.0748462	0.00179137	0	0	0	0.0585948	-0.0823862	0.00132932	
0.00524516	-0.00640978	0.404424	-0.000134215	-0.000146527	0.0025467	0.0742129	-0.0774117	0.00275375	0	0	0	0.0758155	-0.0778896	0.00285597	
0.00516613	-0.00649885	0.405208	-1.08781e-05	-0.000279526	0.00257117	0.0742129	-0.0774117	0.00275375	0.005166	-0.006499	0.405209	0	0	0	
0.00516617	-0.00649921	0.405211	7.66377e-05	-0.000358092	0.002565	0.081751	-0.0679177	-0.0107388	0	0	0	0.082101	-0.066958	-0.0114916	
0.00516668	-0.00650044	0.405218	0.000296968	-0.000542247	0.00253484	0.0682043	-0.0642888	-0.0127705	0	0	0	0.0670017	-0.0636209	-0.0129853	
0.00516779	-0.00650221	0.405225	0.000491324	-0.000719667	0.00251074	0.0802301	-0.0588421	0.0259849	0	0	0	0.0813012	-0.0578277	0.0301012	
0.0051694	-0.00650435	0.405232	0.000705979	-0.000870218	0.00258516	0.0711173	-0.042129	0.0404785	0	0	0	0.0703056	-0.0390155	0.042018	
0.00517168	-0.00650699	0.405239	0.000905438	-0.000994129	0.0027078	0.0644688	-0.0512235	0.067749	0	0	0	0.0638767	-0.0529177	0.0706456	
0.00524388	-0.00644012	0.40441	0.00105757	-0.00110997	0.00283101	0.0644688	-0.0512235	0.067749	0.005244	-0.00644	0.404409	0	0	0	
0.00524434	-0.0064406	0.404412	0.00108374	-0.00114537	0.00285142	0.0596128	-0.0792227	0.0432146	0	0	0	0.0593873	-0.082053	0.0418458	
0.00524752	-0.00644404	0.40442	0.00124699	-0.00136961	0.00297096	0.0620454	-0.094386	0.0485508	0	0	0	0.0622614	-0.0971769	0.049115	
0.00525123	-0.00644819	0.404428	0.00141659	-0.001618	0.00310296	0.0492144	-0.0666835	0.0377362	0	0	0	0.0480716	-0.0615242	0.0365876	
0.00525538	-0.00645294	0.404437	0.0015479	-0.00178481	0.0032026	0.0237787	-0.028899	0.01785	0	0	0	0.0215132	-0.02186	0.0157377	
0.0052597	-0.0064579	0.404446	0.00161381	-0.00184888	0.00324574	0.0274269	0.000338435	-0.00159214	0	0	0	0.0277518	0.0057852	-0.00365724	
0.00532889	-0.00632822	0.404507	0.00167131	-0.00184141	0.0032454	0.0274269	0.000338435	-0.00159214	0.005329	-0.006328	0.404507	0	0	0	
0.00533026	-0.00632971	0.40451	0.00170069	-0.00183431	0.00323637	0.0412167	0.0108096	-0.0159086	0	0	0	0.041857	0.0118681	-0.0167073	
