0	0	0	0	0	0	1e-05	1e-05	1e-05	0	0	0	0.029293	-0.277688	-0.157615	
7.25917e-08	-4.81154e-07	-6.38321e-07	5.1103e-05	-0.000338722	-0.000449364	0.0215832	-0.143074	-0.189808	0	0	0	0.021932	-0.148344	-0.193525	
3.90826e-07	-1.83317e-06	-2.60238e-06	0.000143305	-0.000672189	-0.000954243	0.087706	-0.0588205	-0.11515	0	0	0	0.093561	-0.043472	-0.107284	
1.16969e-06	-3.91669e-06	-5.78476e-06	0.000398868	-0.000806772	-0.00127318	0.10384	-0.0019954	-0.0820369	0	0	0	0.105277	0.008585	-0.07852	
2.6858e-06	-6.14095e-06	-9.58022e-06	0.000698375	-0.000808933	-0.00148488	0.157598	0.0043457	-0.0333603	0	0	0	0.162386	0.005527	-0.02819	
-0.00139061	-0.0128372	0.376859	0.000742215	-0.000905773	0.00139214	0.157598	0.0043457	-0.0333603	-0.001392	-0.01285	0.377236	0	0	0	
-0.00138862	-0.0128394	0.376863	0.000864945	-0.000908065	0.00135475	-0.0457629	-0.00485838	0.000593603	0	0	0	-0.0552054	-0.00578877	0.0024878	
-0.00138643	-0.0128421	0.376866	0.00071315	-0.000979231	0.00133336	-0.113073	-0.0863948	-0.0550575	0	0	0	-0.119048	-0.101402	-0.0609416	
-0.00138487	-0.0128453	0.37687	0.00040685	-0.00126394	0.00118067	-0.0790054	-0.16651	-0.0527212	0	0	0	-0.0759712	-0.18143	-0.0524731	
-0.00138404	-0.0128494	0.376873	0.000186685	-0.00169643	0.00102984	-0.0849667	-0.111953	-0.0693145	0	0	0	-0.0854977	-0.101789	-0.071077	
-0.00138384	-0.0128546	0.376875	-4.39303e-05	-0.00203902	0.000828176	-0.0587249	-0.169896	-0.0970283	0	0	0	-0.0563877	-0.18069	-0.099972	
-0.0015028	-0.0129349	0.377094	-7.1438e-05	-0.0021111	0.000794466	-0.0587249	-0.169896	-0.0970283	-0.001503	-0.012935	0.377094	0	0	0	
-0.00150305	-0.0129405	0.377095	-0.000134186	-0.00248075	0.000547965	0.00340663	-0.136928	-0.103742	0	0	0	0.00629153	-0.133596	-0.104117	
-0.00150343	-0.0129478	0.377096	-0.000133872	-0.00283601	0.00030196	-0.0229599	-0.10387	-0.0044606	0	0	0	-0.0253005	-0.0977857	0.00603671	
-0.00150387	-0.0129562	0.377097	-0.000182671	-0.00311208	0.000289882	0.038636	-0.0734143	-0.00284751	0	0	0	0.044122	-0.0677422	-0.00267618	
-0.00150425	-0.0129651	0.377098	-8.58092e-05	-0.00330747	0.00027865	-0.00506979	-0.0555776	-0.0139034	0	0	0	-0.00896253	-0.0522547	-0.0150778	
