1e-05	1e-05	1e-05	0	0	0	0	0	0	-0.002113	0.072296	0.404279
1e-05	1e-05	1e-05	0	0	0	0.0333944	-0.0754458	0.0861149	0	0	0
1e-05	1e-05	1e-05	0	0	0	0.0390428	-0.0668476	0.031084	0	0	0
1e-05	1e-05	1e-05	0	0	0	-0.0928329	-0.0801483	-0.0502736	0	0	0
1e-05	1e-05	1e-05	0	0	0	-0.0465102	-0.00587477	0.0741414	0	0	0
1e-05	1e-05	1e-05	0	0	0	0.0175828	-0.0971433	-0.0388981	0	0	0
1e-05	1e-05	1e-05	0	0	0	-0.0126255	-0.0795221	0.0439342	0	0	0
-0.00217318	0.0720849	0.404556	0	0	0	-0.0126255	-0.0795221	0.0439342	-0.002175	0.072145	0.404893
-0.00217318	0.0720849	0.404556	0	0	0	0.0102986	-0.0281862	0.0928975	0	0	0
-0.00217318	0.0720849	0.404556	0	0	0	-0.0244219	-0.0491934	0.0431997	0	0	0
-0.00217318	0.0720849	0.404556	0	0	0	0.0340592	-0.0640626	0.0645352	0	0	0
-0.00217318	0.0720849	0.404556	0	0	0	-0.0276141	-0.0427882	0.051369	0	0	0
-0.00217318	0.0720849	0.404556	0	0	0	-0.0171555	-0.00608355	0.085942	0	0	0
-0.00214205	0.0720081	0.40435	0	0	0	-0.0171555	-0.00608355	0.085942	-0.002142	0.072008	0.40435
-0.00214205	0.0720081	0.40435	0	0	0	0.011124	-0.118803	0.0125687	0	0	0
-0.00214205	0.0720081	0.40435	0	0	0	0.0478415	-0.132149	0.0127797	0	0	0
-0.00214205	0.0720081	0.40435	0	0	0	0.0381105	-0.0780959	0.0142678	0	0	0
-0.00214205	0.0720081	0.40435	0	0	0	-0.00443591	-0.0763292	0.00934765	0	0	0
-0.00214205	0.0720081	0.40435	0	0	0	-0.0678813	0.00266396	0.0681972	0	0	0
-0.00200523	0.071993	0.403898	0	0	0	-0.0678813	0.00266396	0.0681972	-0.002005	0.071993	0.403897
-0.00200523	0.071993	0.403898	0	0	0	-0.0242002	-0.0252999	0.0409522	0	0	0
