-184.495	-0.120732	0.067338	0.077232
-184.492	0.104544	0.083776	0.144278
-184.489	-0.088858	-0.04317	-0.111999
-184.486	-0.129037	-0.036086	-0.210206
-184.484	-0.025884	0.047416	0.012517
-184.481	-0.104812	-0.022299	-0.064135
-184.478	-0.126262	0.003731	-0.186296
-184.475	-0.116641	0.017809	-0.064161
-184.472	-0.102215	-0.035014	-0.037821
-184.47	-0.035086	-0.013659	-0.054594
-184.467	-0.101728	0.141458	-0.042647
-184.464	-0.036921	0.074176	0.005243
-184.461	-0.036931	0.140865	-0.085781
-184.459	-0.05617	-0.021771	-0.148043
-184.456	-0.065754	0.07149	-0.131284
-184.453	-0.013381	0.009183	0.022
-184.45	0.03897	-0.036207	0.06991
-184.448	-0.045001	-0.043231	0.072313
-184.445	-0.078589	-0.038263	0.029209
-184.442	-0.076157	-0.054669	0.005272
-184.439	-0.076092	-0.013798	-0.119264
-184.436	-0.064095	-0.032718	-0.08333
-184.434	-0.016141	-0.01591	-0.021059
-184.431	-0.085508	-0.125784	-0.1408
-184.428	-0.066374	-0.03935	0.017278
-184.425	-0.063859	0.049442	-0.03301
-184.423	-0.054274	0.013695	-0.07372
-184.42	-0.027795	-0.041059	-0.052155
-184.417	0.055971	-0.129163	-0.016211
-184.414	0.07284	-0.083267	-0.023382
-184.412	-0.005882	-0.066218	-0.0114
-184.409	0.020775	-0.056306	0.031718
-184.406	-0.043506	-0.060983	-0.162278
-184.403	-0.047915	-0.161261	-0.107188
-184.4	-0.054713	-0.048687	-0.047318
-184.398	-0.035138	-0.04153	-0.00182
-184.395	-0.123156	-0.017628	-0.042544
-184.392	-0.029422	-0.032027	-0.08087
-184.389	-0.091218	-0.003325	0.005341
-184.387	-0.074035	-0.020118	-0.112021
-184.384	-0.071211	-0.070448	-0.138375
-184.381	-0.085312	-0.092111	-0.052162
-184.378	-0.063441	0.001052	0.014883
-184.376	-0.034574	-0.008749	0.024456
-184.373	-0.098939	-0.094922	-0.001894
-184.37	-0.055597	0.012516	-0.028254
-184.367	-0.15116	-0.054792	-0.078562
-184.364	-0.119751	-0.040687	-0.061811
-184.362	-0.064648	0.018724	-0.009138
-184.359	-0.105185	0.003862	0.007606
-184.356	-0.071609	-0.008406	-0.071441
-184.353	-0.081285	0.08683	-0.018771
-184.351	-0.081426	0.064881	-0.169668
-184.348	-0.024183	0.050062	-0.105018
-184.345	-0.057891	0.037774	-0.02599
-184.342	-0.065247	0.08752	-0.059538
-184.339	-0.039117	0.015391	-0.052362
-184.337	-0.068023	-0.0039	-0.071522
-184.334	0.010608	0.053259	-0.028418
-184.331	0.027022	0.06018	-0.114644
-184.328	-0.040243	-0.002292	-0.076329
-184.326	-0.045216	0.045332	-0.030831
-184.323	-0.007093	0.114171	-0.035642
-184.32	-0.0813	-0.039071	0.02663
-184.317	0.011962	0.030331	-0.05959
-184.315	0.00234	0.044707	-0.12665
-184.312	-0.047821	0.001671	-0.136227
-184.309	-0.054714	0.02076	-0.126657
-184.306	-0.023425	-0.017391	-0.1027
-184.303	-0.039956	0.037649	-0.126657
-184.301	-0.061241	0.082986	-0.097927
-184.298	-0.051391	0.008843	-0.10511
-184.295	-0.051192	-0.076967	-0.042828
-184.292	-0.05093	-0.097979	-0.042811
-184.29	-0.098478	-0.004513	-0.085925
-184.287	-0.081373	-0.071332	-0.059576
-184.284	-0.069073	-0.049558	-0.045203
-184.281	-0.023407	-0.092491	0.076947
-184.278	-0.092592	-0.006301	-0.006883
-184.276	-0.061222	0.017583	0.024245
-184.273	-0.113599	-0.101857	-0.011673
-184.27	-0.07976	-0.080124	0.009887
-184.267	-0.062922	-0.092016	-0.057174
-184.265	-0.098669	-0.043986	-0.00927
-184.262	-0.069868	-0.010492	0.026654
-184.259	-0.096235	-0.15632	-0.078717
-184.256	-0.007918	-0.10349	-0.014043
-184.253	-0.058439	-0.019753	-0.057152
-184.251	-0.022811	-0.067508	-0.057144
-184.248	-0.087642	-0.019655	-0.028402
-184.245	-0.035303	-0.091266	-0.040363
-184.242	-0.023807	0.014085	-0.102628
-184.24	-0.036255	-0.074388	-0.076269
-184.237	0.027811	0.007052	0.014749
-184.234	-0.039675	-0.023941	-0.047508
-184.231	0.0006	-0.109856	-0.009172
-184.229	-0.049976	-0.061712	-0.025925
-184.226	-0.012008	-0.004282	-0.05945
-184.223	0.025941	-0.087884	-0.059436
-184.22	0.025614	-0.061463	-0.011529
-184.217	0.061173	-0.001732	-0.064218
-184.215	0.022613	-0.052057	-0.085772
-184.212	0.032067	0.02189	-0.102547
-184.209	-0.022908	-0.016536	-0.138476
-184.206	-0.003729	-0.012128	-0.119332
-184.204	0.015423	0.068842	-0.131323
-184.201	-0.089572	-0.020032	-0.174448
-184.198	-0.117955	-0.013234	-0.066695
-184.195	-0.017179	0.10829	-0.071511
-184.193	-0.055192	0.059936	-0.033209
-184.19	-0.050145	0.033215	0.017067
-184.187	-0.071343	-0.062755	-0.095511
-184.184	-0.020864	-0.050981	-0.014091
-184.181	-0.030269	0.022928	-0.054824
-184.179	-0.041906	-0.080226	-0.006933
-184.176	-0.055886	-0.082616	0.060123
-184.173	-0.005329	-0.089764	0.043356
-184.17	0.004444	-0.006244	0.0146
-184.168	-0.045431	-0.037452	-0.002173
-184.165	-0.078507	-0.018453	-0.002186
-184.162	0.003033	-0.044968	-0.062069
-184.159	-0.097096	0.0337	-0.078856
-184.157	-0.125384	0.054802	-0.062115
-184.154	-0.125025	-0.03156	-0.023805
